plot_size_hectares,soil_ph,soil_type,planned_crop_family,planned_nitrogen_demand,ph_distance_from_ideal,soil_type_match,same_family_repeat_count,heavy_feeder_streak,seasons_since_nitrogen_fixer,rotation_length,planned_crop,previous_crops,risk_level,should_rotate,risk_score
23.36,6.44,loam,brassica,3,0,1,0,0,4,4,cabbage,broccoli|carrot|wheat|onion,medium,0,2.87
34.78,7.4,sandy,nightshade,2,0.9,1,0,0,0,4,potato,cabbage|broccoli|clover|soybean,low,0,0.9
23.54,5.83,sandy,legume,1,0.17,0,0,1,1,1,clover,cabbage,medium,0,3.44
32.5,6.47,loam,brassica,3,0,1,0,0,3,3,cabbage,corn|cabbage|pepper,low,0,1.26
7.86,6.98,sandy,grain,3,0.48,0,0,0,0,1,rice,beans,medium,0,3.19
5.01,5.32,silt,nightshade,2,0,0,0,0,2,2,potato,broccoli|onion,low,0,1.72
17.97,5.56,sandy,aster,2,0.44,0,0,0,1,3,lettuce,corn|peas|carrot,medium,0,2.48
14.82,7.01,sandy,grain,3,0.51,0,0,0,0,1,rice,beans,medium,0,2.57
2.07,6.83,clay,legume,1,0,0,1,0,0,4,peas,soybean|onion|carrot|soybean,medium,1,3.81
14.79,5.24,silt,nightshade,2,0.26,0,1,2,3,3,pepper,lettuce|broccoli|tomato,high,1,8.37
16.08,6.99,sandy,allium,2,0,1,0,0,1,2,onion,clover|lettuce,low,0,0.43
16.73,5,sandy,brassica,3,1,0,1,1,2,2,cabbage,carrot|broccoli,high,1,6.05
16.76,7.88,silt,nightshade,3,1.08,0,0,0,0,0,tomato,,medium,0,3.27
49.86,4.66,sandy,legume,1,1.34,0,0,1,1,1,soybean,corn,high,0,5.12
26.35,4.22,loam,legume,1,1.78,1,0,0,2,2,clover,wheat|potato,medium,0,2.45
3.94,5.71,clay,legume,1,0.29,0,0,0,2,2,peas,carrot|onion,low,0,1.34
19.61,7.33,clay,nightshade,2,0.83,0,0,0,0,1,potato,peas,medium,0,2.34
16.75,4.81,loam,aster,2,1.19,1,0,0,1,2,lettuce,beans|potato,low,0,1.03
31.93,7.15,clay,nightshade,2,0.65,0,0,0,1,1,potato,lettuce,low,0,1.95
11.22,8.37,loam,legume,1,0.87,1,0,0,2,2,peas,rice|onion,low,0,1.91
5.23,7.16,clay,aster,2,0.16,0,0,0,0,4,lettuce,wheat|soybean|cabbage|peas,low,0,1.71
13.15,7.07,silt,nightshade,3,0.27,0,0,2,4,4,tomato,rice|lettuce|broccoli|broccoli,high,1,6.38
8.84,5.63,sandy,grain,3,0,0,0,1,1,1,rice,cabbage,medium,0,2.17
16.65,5.37,loam,nightshade,2,0,1,0,1,1,1,potato,rice,low,0,1.07
27.26,7.93,silt,brassica,3,0.93,0,0,0,1,1,broccoli,carrot,medium,0,4
18.17,6.88,sandy,grain,3,0.38,0,0,0,0,4,rice,soybean|corn|beans|peas,medium,0,2.25
5.55,5.28,sandy,nightshade,3,0.72,0,1,0,1,2,tomato,soybean|potato,high,1,5.23
30.53,5.37,clay,grain,3,0.13,1,0,0,0,1,rice,peas,low,0,1.35
34.32,4.52,clay,grain,2,1.48,1,1,1,1,1,wheat,rice,high,1,4.58
13.4,4.82,sandy,grain,2,1.18,0,0,1,4,4,wheat,onion|wheat|potato|broccoli,high,0,5.06
32.79,5.88,loam,nightshade,2,0,1,0,0,0,0,pepper,,low,0,0.83
48.77,4.59,clay,legume,1,1.41,0,0,0,1,2,soybean,soybean|onion,medium,0,2.61
22.52,4.86,clay,legume,1,1.14,0,0,1,3,3,soybean,carrot|pepper|broccoli,medium,0,3.76
25.65,5.87,silt,legume,1,0.13,1,0,0,1,3,clover,wheat|beans|pepper,low,0,0.54
31.22,6.45,sandy,legume,1,0,0,0,0,3,4,clover,soybean|rice|corn|carrot,medium,0,2.95
33.74,7.96,loam,aster,2,0.96,1,0,1,2,3,lettuce,clover|lettuce|corn,medium,0,4.02
8.13,7.71,clay,nightshade,3,0.91,0,0,0,0,3,tomato,beans|corn|beans,medium,0,2
36.15,6.52,loam,brassica,3,0,1,0,0,0,0,cabbage,,low,0,0.55
21.14,8.02,clay,brassica,3,0.52,1,0,0,0,3,cabbage,tomato|tomato|clover,low,0,0.8
27.93,5.94,loam,legume,1,0.06,1,2,0,0,2,beans,peas|peas,medium,1,4.01
44.46,8.46,clay,brassica,3,0.96,1,0,0,0,0,cabbage,,medium,0,2.49
18.08,8.04,silt,aster,2,1.04,1,0,0,3,3,lettuce,onion|rice|potato,medium,0,3.75
17.81,7.78,sandy,legume,1,0.78,0,0,0,0,0,soybean,,medium,0,2.01
14.41,6.82,loam,nightshade,2,0.32,1,0,0,1,1,potato,onion,low,0,1.02
21.19,7.07,silt,allium,2,0.07,0,0,0,0,3,onion,pepper|peas|peas,low,0,1.14
23.72,8.06,clay,nightshade,2,1.56,0,0,1,2,2,potato,lettuce|cabbage,high,1,5.52
13.83,8.15,loam,grain,2,1.15,1,0,0,0,2,wheat,cabbage|peas,medium,0,0.9
42.03,8.29,sandy,brassica,3,0.79,0,1,1,3,3,cabbage,lettuce|lettuce|cabbage,high,1,6.32
4.74,6.5,silt,brassica,3,0,0,0,0,1,1,broccoli,pepper,medium,0,2.88
32.37,5.02,sandy,grain,2,0.98,0,1,1,2,2,wheat,carrot|corn,high,1,5.86
18.62,5.87,clay,legume,1,0.13,0,0,0,1,4,peas,corn|peas|peas|pepper,medium,0,2.24
7.86,5.79,sandy,nightshade,2,0,1,0,1,2,2,potato,pepper|corn,medium,0,3.2
49.02,6.52,sandy,brassica,3,0,0,0,0,0,0,cabbage,,medium,0,2.34
5.08,7.5,clay,brassica,3,0,1,0,0,2,2,cabbage,broccoli|onion,medium,0,2.19
9.96,5.89,loam,legume,1,0.11,1,0,0,1,2,peas,clover|onion,low,1,1.41
10.21,5.27,silt,legume,1,0.73,1,0,3,4,4,soybean,lettuce|rice|tomato|corn,high,1,6.46
36.22,6.39,silt,legume,1,0,1,1,0,0,1,clover,soybean,low,1,1.24
34.49,5.62,silt,legume,1,0.38,1,0,0,1,1,peas,pepper,low,0,0.57
6.55,8.44,silt,legume,1,1.44,1,0,1,4,4,soybean,onion|tomato|onion|cabbage,medium,1,4.16
27.57,6.77,clay,nightshade,3,0,0,1,0,1,2,tomato,peas|pepper,medium,1,4.15
15.53,8.24,sandy,legume,1,1.24,0,0,1,3,3,clover,wheat|wheat|tomato,high,0,6.2
31.07,4.64,silt,legume,1,1.36,1,0,1,3,4,soybean,soybean|corn|lettuce|broccoli,medium,0,3.05
25.52,5.24,silt,nightshade,2,0,0,0,0,0,2,potato,corn|beans,low,0,1.63
28.45,5.67,clay,legume,1,0.33,0,0,0,0,0,soybean,,low,0,0.76
21.11,5.48,sandy,brassica,3,0.52,0,1,1,2,2,cabbage,lettuce|broccoli,high,1,6.79
26.51,5.14,sandy,grain,2,0.86,0,0,0,0,3,wheat,lettuce|pepper|peas,low,0,1.88
14.66,6.71,clay,grain,3,0.21,1,0,0,0,4,rice,lettuce|wheat|soybean|beans,low,0,1.21
9.96,8,loam,nightshade,2,1.2,1,0,0,0,0,pepper,,low,0,1.12
10.7,5.2,sandy,grain,2,0.8,0,0,0,0,1,wheat,soybean,medium,0,2.13
26.1,7.88,silt,brassica,3,0.88,0,0,0,1,1,broccoli,pepper,low,0,1.77
9.83,4.61,clay,nightshade,3,1.39,0,1,0,1,1,tomato,pepper,medium,1,3.88
9.47,6.03,clay,aster,2,0,0,0,0,0,3,lettuce,beans|carrot|soybean,low,0,0.59
29.25,6.63,clay,brassica,3,0,1,0,0,0,0,cabbage,,low,0,0.52
18.37,6.64,silt,grain,3,0,1,1,1,1,1,corn,rice,high,1,4.92
3.43,6.79,loam,allium,2,0,1,0,0,4,4,onion,pepper|pepper|carrot|carrot,low,0,1.94
36.16,8.26,clay,nightshade,3,1.46,0,1,1,1,1,tomato,tomato,high,1,6.49
25.56,4.55,loam,legume,1,1.45,1,0,2,3,3,peas,potato|broccoli|tomato,high,1,6.36
28.44,6.09,loam,umbellifer,1,0,1,0,0,1,4,carrot,wheat|pepper|soybean|lettuce,low,0,0
25.45,6.2,sandy,allium,2,0,1,0,0,1,1,onion,wheat,low,0,0
26,8.25,sandy,allium,2,1.25,1,0,1,2,2,onion,carrot|rice,medium,0,3.56
22.67,5.68,clay,legume,1,0.32,0,2,0,0,2,soybean,peas|clover,medium,1,4.02
11,4.9,sandy,nightshade,2,0,1,0,1,2,2,potato,potato|broccoli,medium,0,2.63
33.4,6.54,silt,brassica,3,0,0,0,0,0,2,cabbage,corn|beans,medium,0,2.24
16.79,6.45,clay,grain,3,0,1,0,0,3,3,rice,carrot|potato|onion,medium,1,2.99
47.52,5.36,loam,legume,1,0.64,1,0,0,4,4,beans,wheat|lettuce|pepper|potato,low,0,1.49
7.7,7.98,silt,nightshade,2,1.18,0,0,0,4,4,pepper,potato|onion|broccoli|wheat,medium,0,3.64
44.22,6.72,clay,grain,2,0,1,0,2,2,2,wheat,broccoli|cabbage,low,1,3.7
31.8,6.5,sandy,brassica,3,0,0,1,1,1,1,broccoli,broccoli,high,1,5.31
13.98,5.55,clay,nightshade,2,0,0,0,2,3,3,potato,pepper|cabbage|rice,high,1,5.85
28.98,4.84,clay,legume,1,1.16,0,0,2,4,4,beans,rice|lettuce|corn|cabbage,high,1,6.65
17.22,6.92,clay,legume,1,0,1,0,0,3,3,clover,potato|lettuce|potato,low,0,0.16
2.69,4.76,loam,grain,3,0.74,0,0,0,1,3,rice,rice|peas|onion,medium,0,3.47
35.55,7.65,silt,legume,1,0.65,1,0,0,4,4,clover,carrot|pepper|rice|pepper,low,0,1.77
23.51,5.72,clay,brassica,3,0.28,1,0,0,2,2,broccoli,tomato|pepper,medium,0,2.58
27.32,7.71,sandy,grain,3,0.71,0,0,0,2,3,corn,beans|rice|carrot,medium,0,3.88
23.65,5.86,silt,nightshade,2,0,0,0,0,0,0,potato,,low,0,1.98
39.42,5.22,clay,nightshade,3,0.78,0,1,0,1,1,tomato,potato,medium,1,3.76
15.36,5.79,clay,brassica,3,0.21,1,0,1,4,4,broccoli,broccoli|potato|onion|corn,medium,0,4.08
36.4,6.39,loam,aster,2,0,1,0,1,1,1,lettuce,cabbage,medium,0,2.78
35.52,4.69,clay,legume,1,1.31,0,0,0,1,1,soybean,pepper,medium,0,2.7
49.84,8.36,sandy,allium,2,1.36,1,0,0,2,2,onion,cabbage|lettuce,medium,0,2.36
29.51,7.94,clay,grain,2,0.94,1,0,0,0,0,wheat,,low,0,1.48
0.61,5.51,clay,grain,2,0.49,1,0,1,2,3,wheat,clover|potato|tomato,medium,0,3.27
44.51,7.45,loam,allium,2,0.45,1,0,2,2,2,onion,broccoli|cabbage,high,1,6.14
44.06,8.32,sandy,grain,3,1.82,0,0,1,1,1,rice,broccoli,high,0,5.66
29.2,7.94,clay,legume,1,0.94,0,0,1,1,1,beans,corn,medium,0,3.58
1.64,5.01,silt,legume,1,0.99,1,0,0,3,3,clover,cabbage|carrot|carrot,medium,0,2.7
17.16,6.4,sandy,allium,2,0,1,0,0,2,4,onion,wheat|beans|corn|lettuce,low,0,1.13
13.68,5.33,silt,aster,2,0.67,1,0,0,0,0,lettuce,,low,0,0.72
44.89,6.74,silt,aster,2,0,1,0,0,1,1,lettuce,pepper,low,0,1.15
24.75,4.9,clay,nightshade,3,1.1,0,0,0,3,3,tomato,carrot|pepper|lettuce,medium,0,4.04
44.88,8.32,loam,brassica,3,1.32,1,0,1,1,1,broccoli,rice,medium,0,4.41
26.06,5.24,sandy,nightshade,2,0,1,0,0,3,3,potato,corn|potato|wheat,medium,0,2.79
7.33,6.77,sandy,nightshade,2,0.27,1,0,0,0,3,potato,pepper|potato|soybean,low,0,1.53
47.4,4.51,silt,umbellifer,1,1.49,0,0,0,0,3,carrot,rice|carrot|clover,medium,0,2.06
19.06,6.1,sandy,nightshade,3,0,0,0,0,0,2,tomato,carrot|clover,low,0,1.26
5.24,4.47,sandy,grain,3,1.33,0,0,0,1,1,corn,lettuce,medium,0,3.19
46.45,8.05,silt,nightshade,2,1.25,0,1,0,1,2,pepper,soybean|potato,medium,1,4
9.11,5.25,sandy,allium,2,0.75,1,0,1,1,3,onion,broccoli|beans|cabbage,medium,0,2.6
16.46,4.7,loam,legume,1,1.3,1,3,0,0,3,soybean,clover|beans|beans,high,1,6.2
21.57,7.17,clay,allium,2,0.17,0,0,0,2,2,onion,rice|potato,low,0,0.72
21.93,6.42,clay,legume,1,0,0,0,0,1,3,beans,clover|soybean|potato,medium,0,2.27
25.2,5.79,loam,grain,2,0.21,1,0,0,1,3,wheat,soybean|clover|pepper,medium,0,2.49
46.15,5.84,clay,legume,1,0.16,0,0,0,2,2,soybean,pepper|lettuce,low,0,1.55
27.25,5.38,silt,legume,1,0.62,1,1,0,0,2,clover,broccoli|peas,medium,1,2.65
41.32,7.07,clay,allium,2,0.07,0,0,0,4,4,onion,wheat|wheat|wheat|pepper,medium,0,3.11
1.55,4.94,sandy,legume,1,1.06,0,1,0,0,2,clover,cabbage|soybean,medium,1,3.62
0.68,6.68,clay,nightshade,2,0,0,0,0,3,4,pepper,clover|potato|cabbage|lettuce,medium,0,2.42
14.93,5.95,sandy,nightshade,2,0,1,1,0,1,3,potato,lettuce|soybean|potato,medium,1,3.37
1.93,5.1,clay,nightshade,3,0.9,0,1,0,1,1,tomato,pepper,high,1,6.06
31.45,6.05,loam,grain,3,0,0,0,0,1,1,rice,onion,medium,0,2.15
44.78,7.06,silt,nightshade,2,0.56,0,0,0,0,4,potato,lettuce|corn|onion|peas,medium,0,2.19
4.06,7.06,loam,grain,3,0.56,0,1,0,1,2,rice,peas|wheat,high,1,4.68
10.85,4.41,loam,legume,1,1.59,1,3,0,0,3,soybean,soybean|soybean|clover,high,1,7
7.29,5.96,sandy,grain,3,0,0,0,0,1,1,rice,lettuce,medium,0,3.11
8.54,6.85,sandy,umbellifer,1,0.05,1,0,0,1,1,carrot,potato,low,0,0.64
11.2,7.91,silt,nightshade,2,1.41,0,0,0,4,4,potato,potato|tomato|rice|carrot,high,0,4.84
29.76,6.69,silt,grain,3,0,1,0,0,2,2,corn,lettuce|lettuce,low,0,1.46
0.59,6.92,silt,aster,2,0,1,0,0,3,3,lettuce,onion|carrot|wheat,low,0,1.93
30.31,8.17,silt,brassica,3,1.17,0,0,0,2,2,broccoli,wheat|wheat,medium,0,3.57
6.36,8.17,loam,umbellifer,1,1.37,1,0,2,2,2,carrot,cabbage|tomato,high,1,5.27
45.1,6.23,silt,legume,1,0,1,0,0,0,0,soybean,,low,0,0
6.55,7.45,sandy,aster,2,0.45,0,0,0,1,2,lettuce,soybean|wheat,medium,0,2.37
5.45,7.48,clay,allium,2,0.48,0,0,0,1,1,onion,pepper,low,0,1.45
28.48,7.71,silt,legume,1,0.71,0,0,2,2,4,beans,carrot|clover|rice|rice,high,1,5.73
15.13,8.08,loam,brassica,3,0.58,1,0,0,0,2,cabbage,broccoli|soybean,low,0,1.23
30.86,4.78,silt,brassica,3,1.22,0,0,0,1,1,cabbage,potato,medium,0,2.59
9.18,5.44,clay,legume,1,0.56,0,1,0,0,3,peas,cabbage|pepper|beans,medium,1,3.76
29.5,6.17,sandy,nightshade,2,0,1,1,0,1,3,pepper,onion|beans|potato,medium,1,3.36
18.66,5.87,sandy,allium,2,0.13,1,0,2,2,2,onion,broccoli|tomato,high,1,4.9
48.97,5.27,clay,brassica,3,0.73,1,0,0,3,3,cabbage,pepper|cabbage|onion,medium,0,2.82
37.25,4.45,loam,legume,1,1.55,1,0,1,1,3,soybean,lettuce|peas|broccoli,medium,0,3.22
47.81,7.51,clay,nightshade,2,0.71,0,0,1,1,2,pepper,clover|cabbage,medium,0,2.87
30.07,6.16,loam,nightshade,2,0,1,0,1,1,1,pepper,corn,medium,0,3.87
42.03,4.4,loam,nightshade,3,1.6,1,1,1,1,2,tomato,clover|tomato,high,1,5.22
46.69,6.76,silt,nightshade,2,0.26,0,0,0,0,3,potato,broccoli|onion|soybean,low,0,1.25
7.88,7.6,sandy,legume,1,0.6,0,0,1,1,3,clover,corn|peas|broccoli,medium,0,3.96
16.88,5.56,loam,allium,2,0.44,1,0,0,0,0,onion,,low,0,0.04
42.71,7.42,clay,legume,1,0,0,0,1,1,1,peas,rice,medium,0,2.17
36.59,6.78,sandy,brassica,3,0,0,0,1,1,1,broccoli,rice,medium,0,4.03
18.55,6.44,clay,brassica,3,0,1,0,0,2,3,cabbage,clover|corn|wheat,low,1,1.67
26.64,4.74,clay,grain,2,1.26,1,0,1,1,4,wheat,tomato|beans|soybean|broccoli,medium,0,3.03
29.7,4.34,silt,legume,1,1.66,1,0,0,1,1,peas,potato,low,0,1.52
8.81,6.12,loam,legume,1,0,1,0,0,2,2,peas,pepper|potato,low,0,0.27
40.17,8.41,silt,legume,1,0.91,1,0,1,1,1,peas,rice,low,1,1.92
23.48,4.49,loam,brassica,3,1.51,1,0,0,0,2,broccoli,broccoli|soybean,medium,1,1.01
27.05,6.63,silt,legume,1,0,1,0,0,1,1,clover,carrot,low,0,0.43
44.26,6.55,silt,allium,2,0,0,0,0,0,0,onion,,low,0,1.28
12.74,4.77,sandy,legume,1,1.23,0,1,0,0,1,soybean,peas,high,1,4.91
45.18,6.51,loam,allium,2,0,1,0,2,2,2,onion,corn|broccoli,medium,1,4.01
24.2,7.36,loam,legume,1,0.36,1,0,0,2,2,clover,corn|potato,low,0,1.28
24.18,6.5,clay,brassica,3,0,1,0,0,0,0,broccoli,,low,0,1.54
29.59,5.14,sandy,nightshade,2,0,1,0,0,0,3,potato,rice|potato|clover,low,0,1.07
19.09,7.61,sandy,grain,3,0.61,0,0,0,0,1,corn,soybean,medium,0,2.54
27.02,5.92,clay,brassica,3,0.08,1,0,0,1,1,broccoli,potato,low,0,1.35
39.11,6.4,loam,legume,1,0,1,1,0,0,4,clover,lettuce|pepper|onion|clover,low,1,1.56
4.73,7.16,loam,grain,3,0.16,1,0,0,1,1,corn,potato,low,0,1.91
8.36,5.96,loam,legume,1,0.04,1,1,0,0,2,peas,pepper|soybean,medium,1,2.6
44.29,8.36,loam,brassica,3,0.86,1,0,0,1,1,cabbage,lettuce,medium,0,2.15
18.16,7.88,sandy,aster,2,0.88,0,0,0,0,0,lettuce,,medium,0,2.07
31.2,4.53,sandy,umbellifer,1,1.47,1,0,0,2,2,carrot,tomato|pepper,medium,0,2.7
11.9,5.35,silt,nightshade,2,0,0,0,0,0,0,potato,,low,0,0.84
49.34,4.88,clay,umbellifer,1,1.12,0,0,1,1,2,carrot,beans|tomato,medium,0,4.01
4.58,4.42,silt,aster,2,1.58,1,0,1,4,4,lettuce,carrot|cabbage|lettuce|rice,high,0,5.47
17.63,6.3,loam,brassica,3,0,1,0,0,0,2,cabbage,soybean|soybean,low,0,0.99
41.97,6.73,silt,grain,3,0,1,1,1,1,1,corn,rice,high,1,5.34
25.68,7.98,sandy,legume,1,0.48,0,0,0,1,1,peas,onion,low,0,1
11.4,6.84,silt,umbellifer,1,0.04,0,0,1,1,1,carrot,tomato,medium,0,2.43
2.56,8.43,loam,allium,2,1.43,1,0,0,4,4,onion,cabbage|corn|pepper|potato,medium,0,3.19
4.28,5.82,silt,brassica,3,0.18,0,0,0,2,2,broccoli,potato|pepper,medium,0,3.62
20.96,7.37,sandy,nightshade,2,0.57,1,0,1,3,3,pepper,onion|wheat|broccoli,medium,0,3.7
17.26,4.83,silt,legume,1,1.17,1,0,0,1,2,clover,soybean|carrot,low,0,1.85
39.04,6.61,silt,grain,3,0,1,0,0,0,0,corn,,medium,0,2.06
43.27,6.46,silt,umbellifer,1,0,0,0,2,2,2,carrot,cabbage|cabbage,high,1,4.57
38.75,5.42,silt,aster,2,0.58,1,0,1,1,3,lettuce,broccoli|soybean|rice,medium,0,3.43
43.42,5.79,clay,allium,2,0.21,0,1,0,1,2,onion,soybean|onion,medium,1,3.7
27.53,4.21,silt,allium,2,1.79,0,0,1,1,1,onion,cabbage,medium,0,4.34
28.33,4.74,silt,grain,3,1.06,1,0,1,2,2,corn,carrot|tomato,medium,0,3.59
47.18,4.82,clay,grain,2,1.18,1,0,0,2,3,wheat,peas|pepper|lettuce,low,0,1.73
34.6,8.3,loam,aster,2,1.3,1,0,1,2,2,lettuce,potato|broccoli,medium,0,3.65
41.66,5.69,clay,aster,2,0.31,0,0,2,2,3,lettuce,peas|broccoli|broccoli,high,1,6.32
3.1,6.47,clay,legume,1,0,1,0,0,0,0,clover,,low,0,0.94
5.58,7.51,silt,legume,1,0.51,0,0,0,4,4,beans,rice|tomato|broccoli|carrot,medium,0,4.07
7.03,4.4,loam,brassica,3,1.6,1,0,0,3,3,cabbage,cabbage|broccoli|onion,medium,0,3.61
14.14,6.14,silt,allium,2,0,0,0,1,1,1,onion,rice,medium,0,2.43
12.19,6.54,loam,brassica,3,0,1,0,0,0,0,broccoli,,low,0,1.39
16.83,5.77,sandy,allium,2,0.23,1,0,0,0,2,onion,tomato|clover,low,0,1.27
22.16,8.25,silt,brassica,3,0.75,0,0,0,0,0,cabbage,,medium,0,2.55
7.27,8.07,silt,legume,1,1.07,1,0,0,0,0,soybean,,low,0,0.78
5.55,4.78,sandy,grain,3,0.72,0,0,0,1,3,rice,peas|soybean|onion,high,0,2.93
33.73,5,silt,legume,1,1,1,0,1,1,3,clover,carrot|beans|cabbage,medium,0,2.03
0.45,8.21,clay,grain,2,1.21,1,0,0,0,1,wheat,beans,low,0,1.22
40.71,6.33,loam,legume,1,0,1,0,0,3,4,beans,beans|tomato|carrot|potato,low,0,0
18.33,7.49,clay,nightshade,2,0.69,0,0,0,2,4,pepper,rice|clover|tomato|lettuce,medium,0,2.87
40.16,5.33,loam,nightshade,2,0.17,1,0,0,1,1,pepper,wheat,medium,0,0.25
28.94,7.18,clay,brassica,3,0,1,0,0,2,2,cabbage,wheat|potato,low,0,1.15
5.92,8.2,clay,legume,1,1.2,1,0,0,2,2,clover,potato|potato,medium,0,2.42
31.52,8.38,silt,brassica,3,1.38,0,0,1,2,3,broccoli,clover|lettuce|rice,high,0,5.24
23.38,7.34,clay,legume,1,0.34,0,1,0,0,2,beans,corn|peas,medium,1,2.27
34.25,6.89,clay,grain,3,0.39,1,0,1,1,1,rice,tomato,medium,0,3.51
26.2,8.08,sandy,grain,3,1.58,0,0,1,1,3,rice,rice|clover|broccoli,medium,0,3.66
2.68,6.95,clay,legume,1,0,0,0,1,1,1,beans,broccoli,medium,0,2.21
41.54,5.2,clay,legume,1,0.8,0,0,0,3,3,soybean,potato|lettuce|pepper,medium,0,3.52
45.92,5.4,silt,legume,1,0.6,1,0,1,1,1,clover,rice,medium,0,2.54
42.63,8.26,sandy,legume,1,0.76,0,1,0,0,3,peas,soybean|corn|peas,medium,1,4.23
24.43,6.48,sandy,grain,3,0,0,0,0,1,4,rice,potato|rice|beans|onion,medium,0,2.24
28.3,6.37,silt,legume,1,0,0,0,0,4,4,beans,onion|lettuce|corn|onion,medium,0,2.37
5.77,7.6,sandy,legume,1,0.6,1,0,0,1,3,beans,carrot|soybean|lettuce,high,0,0.13
14.6,5.65,sandy,grain,2,0.35,0,0,0,1,3,wheat,onion|peas|onion,medium,0,3.78
46.97,6.41,silt,grain,2,0,0,0,0,0,3,wheat,soybean|lettuce|peas,low,0,0.84
25.08,7.82,silt,nightshade,3,1.02,0,0,1,1,1,tomato,cabbage,high,0,5.27
21.62,7.5,loam,nightshade,3,0.7,1,0,0,0,3,tomato,rice|peas|soybean,low,0,1.61
1.94,6.14,clay,brassica,3,0,1,0,0,0,3,broccoli,onion|broccoli|clover,low,0,0.64
27.91,8.31,silt,nightshade,2,1.51,0,0,0,0,0,pepper,,low,0,1.72
37.86,5.19,silt,legume,1,0.81,0,0,0,1,2,beans,peas|pepper,low,0,1
41.93,4.36,clay,legume,1,1.64,0,0,0,4,4,soybean,corn|potato|onion|wheat,high,0,4.66
20.96,4.68,sandy,nightshade,2,0.82,1,0,0,0,2,pepper,beans|beans,low,0,1.29
28.67,7.29,clay,legume,1,0.29,1,1,0,0,4,clover,onion|soybean|lettuce|clover,medium,1,2.13
3.21,7.87,silt,allium,2,0.87,0,0,0,0,2,onion,onion|beans,medium,0,2.04
5.79,6.11,silt,legume,1,0,0,1,0,0,1,beans,clover,medium,1,2.17
7.48,7.81,clay,legume,1,0.81,0,1,0,0,1,beans,soybean,medium,1,3.72
35.88,7.91,sandy,grain,2,0.91,0,0,0,0,4,wheat,peas|soybean|pepper|beans,low,0,1.93
8.91,4.33,silt,legume,1,1.67,1,0,0,1,1,peas,carrot,low,0,1.01
13.54,8.09,clay,legume,1,1.09,1,0,0,0,0,clover,,low,0,1.43
31.17,8.17,silt,nightshade,2,1.67,0,0,0,1,1,potato,onion,medium,0,2.55
38.07,4.94,loam,nightshade,2,0.56,1,0,2,2,2,pepper,rice|corn,medium,1,3.62
10.12,7.24,clay,nightshade,3,0.44,0,0,1,1,4,tomato,soybean|corn|peas|corn,high,0,5.17
24.52,5.52,sandy,nightshade,2,0,1,0,0,1,3,potato,lettuce|soybean|carrot,low,0,0.13
15.89,7.32,silt,umbellifer,1,0.52,0,0,2,2,3,carrot,beans|cabbage|cabbage,high,1,4.79
36.22,4.59,clay,nightshade,2,0.21,0,1,0,1,2,potato,soybean|potato,medium,1,3.62
20.34,6.04,sandy,brassica,3,0,0,0,0,1,1,cabbage,potato,low,0,1.71
43.92,7.79,sandy,legume,1,0.79,0,1,0,0,3,soybean,clover|tomato|clover,medium,1,3.46
2.3,5.52,sandy,grain,3,0.28,0,1,0,1,3,corn,pepper|peas|wheat,high,1,5.24
21.34,6.55,loam,nightshade,3,0,1,0,0,2,2,tomato,carrot|carrot,low,0,0.48
4.43,6.81,clay,umbellifer,1,0.01,0,1,0,2,3,carrot,beans|cabbage|carrot,medium,1,3.69
23.61,5.59,clay,brassica,3,0.41,1,0,0,1,1,broccoli,onion,low,0,1.78
0.14,5.06,loam,brassica,3,0.94,1,0,0,1,2,cabbage,soybean|potato,low,0,1.75
49.04,6.48,clay,legume,1,0,1,0,0,0,0,clover,,low,0,0
8.7,4.61,loam,grain,2,1.39,1,0,0,0,0,wheat,,low,0,0.85
13.6,4.24,sandy,legume,1,1.76,1,0,0,3,3,beans,corn|lettuce|potato,low,0,1.53
42.26,7.86,clay,grain,3,1.36,1,0,0,0,2,rice,tomato|clover,medium,0,2.16
38.9,5.72,clay,grain,2,0.28,1,0,0,0,1,wheat,soybean,low,0,0
3.62,5.13,silt,legume,1,0.87,1,0,1,1,4,clover,soybean|cabbage|peas|cabbage,low,0,1.6
37.53,7.56,silt,umbellifer,1,0.76,0,0,0,4,4,carrot,wheat|rice|potato|lettuce,medium,0,3.29
5.73,7.52,loam,legume,1,0.52,1,0,0,1,3,beans,lettuce|clover|wheat,medium,0,1.89
4.34,8.39,loam,nightshade,3,1.59,1,0,2,2,2,tomato,rice|corn,high,1,5.92
41.43,4.57,loam,allium,2,1.43,1,0,0,0,0,onion,,medium,0,2.09
37.4,6.98,loam,legume,1,0,1,0,0,1,2,beans,soybean|wheat,low,0,0.76
1.65,4.42,loam,grain,3,1.38,1,0,1,1,3,corn,pepper|peas|cabbage,medium,0,3.12
13.99,5.78,clay,brassica,3,0.22,1,0,0,0,2,cabbage,wheat|soybean,low,0,1.09
6.46,6.98,silt,nightshade,3,0.18,0,0,0,0,4,tomato,peas|corn|cabbage|clover,low,0,1.65
2.77,6.89,sandy,nightshade,3,0.09,0,0,0,0,2,tomato,carrot|beans,low,0,1.79
14.12,6.1,sandy,nightshade,2,0,1,0,1,1,1,potato,broccoli,medium,1,2.36
35.72,7.26,clay,legume,1,0,0,0,0,2,2,peas,carrot|pepper,medium,0,2.03
16.56,8.36,sandy,umbellifer,1,1.56,1,0,2,2,2,carrot,tomato|cabbage,medium,1,4.21
